zip,science_and_eng_field,science_and_eng_related_field,business_field,education_field,arts_humanities_field
17370,149,38,108,141,155
17371,6,6,8,8,0
17372,113,34,40,114,144
17401,296,75,191,119,470
17402,2484,893,1620,1393,1267
17403,2328,751,1212,1098,1416
17404,1827,523,915,1089,1057
17406,1303,331,783,820,697
17407,202,39,80,93,75
17408,873,394,1155,728,753
17501,202,85,75,192,182
17502,101,43,31,73,50
17505,65,0,13,53,40
17508,19,15,0,9,0
17509,128,49,54,86,131
17512,400,282,282,530,527
17516,217,106,91,192,152
17517,677,189,608,522,220
17518,19,17,7,18,36
17519,139,77,63,101,146
17520,368,107,126,207,132
17522,1339,536,562,849,907
17527,194,0,126,112,101
17529,94,37,77,47,57
17532,54,22,47,118,62
17535,16,33,40,17,23
17536,88,32,33,57,79
17538,633,270,223,399,380
17540,412,152,189,266,308
17543,3137,1031,1730,1821,1971
17545,799,298,579,883,798
17547,271,37,233,223,290
17550,0,0,0,36,5
17551,533,169,310,408,408
17552,837,638,665,602,882
17554,414,29,245,322,260
17555,235,70,84,169,120
17557,317,162,285,333,271
17560,134,0,39,140,63
17562,84,39,16,57,17
17563,84,26,37,30,50
17565,101,17,48,46,25
17566,310,151,156,329,145
17569,254,84,174,227,103
17570,0,17,0,0,45
17572,35,13,15,71,34
17578,293,92,98,192,195
17579,276,78,107,290,158
17581,16,15,0,18,45
17582,38,33,76,40,131
17584,493,355,352,514,411
17601,4751,1462,2776,2526,3057
17602,2179,552,1159,1787,2000
17603,3106,1061,1433,1756,2991
17606,55,0,4,59,4
17701,1985,434,737,1155,1523
17702,488,260,207,389,184
17721,38,5,35,33,44
17723,0,0,2,0,0
17724,88,90,44,148,53
17727,2,0,0,3,0
17728,226,94,80,167,131
17729,0,0,0,0,1
17731,33,4,7,28,9
17737,274,84,105,203,192
17740,300,155,178,329,224
17742,2,0,10,0,0
17744,51,25,63,83,65
17745,789,156,329,635,401
17747,63,18,13,63,90
17748,0,0,0,5,0
17749,1,2,1,9,5
17750,13,0,0,11,5
17751,227,103,95,326,217
17752,91,81,52,94,88
17754,784,197,499,562,416
17756,497,225,281,350,379
17758,36,9,7,31,12
17760,22,0,11,11,19
17762,54,18,8,11,0
17763,22,2,9,10,0
17764,42,14,6,48,19
17765,21,9,18,13,25
17767,0,0,0,0,4
17768,8,2,4,6,6
17771,94,31,52,70,72
17772,78,22,37,39,31
17774,31,16,12,23,35
17776,10,0,2,6,1
17777,217,99,118,150,242
17778,2,0,0,2,0
17779,0,0,0,0,29
17801,395,147,171,444,284
17810,126,61,70,107,68
17812,12,13,10,11,29
17813,59,19,19,36,40
17814,138,71,82,180,99
17815,1597,729,561,1195,871
17820,205,112,134,224,160
17821,1590,581,552,733,622
17823,40,10,19,19,20
17824,228,200,60,213,83
17827,19,3,16,34,11
17829,8,0,0,1,3
17830,43,20,35,36,20
17832,16,22,0,25,7
17834,121,95,100,126,44
17835,0,0,3,0,0
17836,2,9,12,10,3
17837,1550,310,754,597,816
17841,63,39,30,73,48
17842,192,87,63,230,104
17844,341,137,145,357,222
17845,47,8,17,26,22
17846,160,87,49,119,123
17847,302,203,110,414,329
17850,0,0,0,9,0
17851,199,130,99,225,157
17853,27,20,40,30,46
17855,76,12,11,22,35
17856,62,38,98,0,68
17857,390,136,83,293,140
17859,111,65,35,112,50
17860,50,50,70,24,50
17861,5,0,0,6,11
17862,28,0,7,0,4
17864,57,10,20,50,16
17865,3,6,0,0,0
17866,212,62,91,225,164
17867,0,0,0,4,0
17868,90,47,14,31,6
17870,673,268,367,497,629
17872,201,98,83,112,117
17876,75,44,22,88,57
17878,41,21,24,39,31
17881,10,22,0,62,28
17884,5,0,4,8,2
17885,3,12,0,0,2
17886,24,20,22,15,11
17888,6,8,2,7,6
17889,97,66,26,76,150
17901,715,417,472,628,602
17920,9,0,8,2,6
17921,150,129,203,214,120
17922,220,48,66,144,175
17923,8,6,0,0,0
17925,4,0,3,10,3
17929,45,18,56,26,34
17930,4,8,11,2,5
17931,204,88,118,178,145
17933,0,0,0,13,0
17934,0,3,0,2,4
17935,25,11,3,30,25
17936,19,21,9,25,22
17938,42,9,39,103,28
17941,12,0,4,9,3
17943,32,18,18,0,17
17944,14,0,0,6,0
17945,2,0,0,6,0
17946,24,0,0,26,24
17948,108,45,69,43,82
17949,10,0,2,0,2
17951,10,6,0,0,0
17952,4,4,0,3,7
17953,8,4,3,12,5
17954,93,100,55,93,44
17957,19,4,0,7,6
17959,50,22,12,17,19
17960,150,54,71,125,51
17961,479,293,266,423,265
17963,325,49,143,252,114
17964,21,14,12,22,19
17965,42,19,13,52,34
17967,72,22,33,93,41
17968,20,3,4,0,4
17970,70,54,22,36,26
17972,393,167,213,309,250
17974,6,0,0,14,0
17976,17,61,67,73,154
17978,5,2,0,0,2
17979,0,10,0,0,0
17980,71,32,48,40,47
17981,19,19,20,19,14
17982,13,0,0,6,7
17983,43,6,30,28,10
17985,35,23,28,30,23
18011,416,184,157,204,171
18013,808,228,411,515,335
18014,490,144,410,232,188
18015,2381,270,707,631,1139
18017,3197,764,1945,1610,1414
18018,2004,544,817,1053,1466
18020,1770,506,1016,754,872
18030,19,7,2,20,30
18031,783,225,506,283,446
18032,497,102,219,293,192
18034,737,173,424,367,502
18035,0,18,13,16,0
18036,1358,410,566,454,553
18037,408,133,191,280,261
18038,114,22,100,87,13
18040,1540,332,1024,564,895
18041,272,81,157,209,184
18042,2001,362,868,620,1578
18045,2259,595,1252,1130,1105
18049,1396,420,706,607,1069
18051,662,123,315,224,233
18052,1570,389,952,821,970
18053,126,73,89,102,20
18054,293,105,195,149,114
18055,876,218,631,471,491
18056,4,0,9,6,0
18058,462,40,282,200,117
18059,62,47,38,77,56
18062,3063,607,1608,1308,1127
18063,0,33,0,0,13
18064,1683,473,1177,1131,1050
18066,428,162,198,128,149
18067,1012,296,660,570,459
18069,853,200,503,360,434
18070,0,13,15,0,0
18071,320,66,227,240,175
18072,181,80,197,182,212
18073,660,193,348,407,352
18074,392,159,204,157,239
18076,209,54,152,79,146
18077,233,60,86,102,160
18078,575,227,377,317,409
18080,371,187,313,323,132
18081,0,0,0,0,15
18083,16,0,0,16,33
18085,126,7,42,59,33
18086,10,0,0,24,102
18087,49,0,20,17,18
18088,318,163,281,183,275
18091,206,123,131,132,132
18092,447,88,151,113,108
18101,95,11,48,30,51
18102,853,229,485,345,621
18103,2509,760,1476,946,1619
18104,4583,1087,1992,1719,2589
18105,3,0,0,5,0
18106,663,219,398,235,301
18109,491,172,261,239,328
18201,563,223,483,337,337
18202,389,124,192,269,149
18210,246,102,377,191,79
18211,87,38,21,10,15
18212,0,5,3,0,0
18214,51,80,77,109,62
18216,7,19,24,17,7
18218,32,10,28,48,64
18219,96,22,79,156,62
18220,0,6,0,11,0
18221,0,0,0,0,31
18222,705,227,255,505,248
18224,156,51,136,186,124
18229,285,187,228,244,371
18230,0,0,5,0,0
18231,8,18,0,7,0
18232,37,28,49,84,10
18234,27,0,35,36,0
18235,447,323,446,644,373
18237,46,61,55,48,36
18239,0,0,20,0,0
18240,157,0,90,135,56
18241,0,0,6,0,0
18242,16,0,0,3,0
18244,5,7,0,7,13
18245,0,36,0,18,0
18246,0,0,0,5,4
18248,0,0,3,0,40
18249,434,163,250,216,83
18250,158,92,15,121,17
18252,415,164,277,490,209
18254,20,4,3,14,22
18255,103,64,65,93,58
18256,0,0,14,27,0
18301,1826,487,777,952,953
18302,782,249,709,476,476
18321,41,31,0,85,46
18322,98,27,39,59,123
18323,7,0,0,0,39
18324,422,179,153,239,345
18325,60,19,31,121,84
18326,222,117,107,296,164
18327,40,10,41,30,44
18328,280,67,103,134,195
18330,597,77,201,304,102
18331,22,30,0,26,0
18332,149,20,67,101,85
18333,4,0,25,0,0
18334,129,82,91,48,132
18335,39,0,19,0,0
18336,205,48,139,194,114
18337,706,138,310,485,641
18340,4,0,12,18,0
18342,21,0,0,0,0
18343,141,93,141,125,157
18344,281,107,57,85,61
18346,122,31,26,74,78
18347,85,79,108,43,110
18349,0,0,70,23,0
18350,208,38,54,76,83
18351,30,0,2,32,30
18352,38,44,31,0,68
18353,315,287,330,398,320
18354,58,22,11,54,60
18355,120,13,40,71,143
18356,29,0,0,0,0
18357,0,0,0,23,0
18360,1634,490,1032,1147,1396
18370,43,0,35,14,21
18371,11,10,57,67,38
18372,266,8,206,47,121
18403,415,348,443,308,154
18405,61,22,13,84,65
18407,347,227,273,396,342
18411,1907,843,1415,1163,1764
18413,0,0,33,0,0
18414,438,139,266,247,385
18415,141,11,23,28,76
18417,28,18,35,26,32
18419,152,140,156,145,197
18421,129,133,202,128,62
18424,216,64,129,151,155
18425,26,49,38,26,37
18426,256,74,150,123,188
18428,663,165,365,487,468
18431,369,258,335,450,611
18433,389,137,213,265,189
18434,290,93,69,76,148
18435,27,25,12,34,43
18436,564,333,477,501,459
18437,18,0,11,5,3
18438,18,10,63,20,57
18439,10,8,20,11,31
18441,4,0,9,0,8
18443,37,0,0,17,24
18444,763,267,558,563,473
18445,112,8,86,88,41
18446,116,52,102,111,161
18447,447,146,465,455,532
18451,71,17,8,22,11
18452,194,125,146,232,174
18453,71,26,23,40,38
18455,0,0,0,7,4
18456,7,5,8,16,16
18458,244,21,109,114,209
18459,11,0,0,0,0
18460,5,0,12,45,0
18461,17,0,4,10,0
18462,12,14,9,13,9
18463,7,0,2,0,11
18464,58,0,25,72,54
18465,36,13,49,78,51
18466,605,162,356,199,331
18469,0,0,0,0,27
18470,111,51,41,77,69
18471,110,18,62,67,74
18472,169,88,90,103,120
18473,14,30,0,0,33
18503,69,17,27,26,23
18504,652,442,602,415,640
18505,852,395,679,451,525
18507,139,106,198,218,270
18508,241,150,284,199,235
18509,928,186,473,336,662
18510,873,302,404,315,621
18512,512,229,514,407,439
18517,59,93,251,218,122
18518,336,177,245,259,384
18519,116,97,167,152,102
18602,40,4,17,19,21
18603,540,365,239,609,366
18610,61,27,135,0,53
18612,1116,659,877,686,700
18614,60,31,48,77,45
18615,52,28,39,7,64
18616,29,0,8,20,21
18617,17,0,7,8,8
18618,170,114,178,115,155
18619,3,6,2,3,1
18621,120,58,106,99,106
18622,14,0,0,5,5
18623,36,31,37,38,43
18624,37,12,76,43,51
18625,47,16,28,10,13
18626,32,19,9,35,0
18628,21,3,0,13,6
18629,43,12,23,26,22
18630,66,40,29,48,87
18631,27,11,57,39,33
18632,3,0,3,6,12
18634,553,199,246,271,258
18635,100,64,66,102,55
18636,19,23,12,40,33
18640,619,332,457,408,520
18641,297,161,248,204,160
18642,154,80,196,239,177
18643,449,419,619,391,555
18644,306,236,364,287,266
18651,261,99,154,173,160
18653,0,0,0,0,5
18655,195,96,148,179,175
18656,74,52,73,65,51
18657,443,196,190,457,411
18660,97,56,27,89,101
18661,192,158,130,162,117
18701,118,50,40,27,112
18702,1430,695,1042,846,1132
18704,1593,828,1130,1290,1247
18705,333,256,343,412,414
18706,546,382,474,427,358
18707,1180,552,841,710,686
18708,526,412,665,355,555
18709,184,62,27,34,34
18801,303,138,149,269,238
18810,208,98,89,118,111
18812,96,35,44,65,76
18814,7,1,2,0,0
18816,8,0,3,7,9
18817,10,5,16,4,5
18818,46,16,13,20,51
18821,10,13,15,37,48
18822,58,23,47,100,90
18823,5,0,0,6,3
18824,52,9,33,29,12
18825,4,7,0,3,3
18826,49,15,20,51,55
18828,10,8,0,7,4
18829,20,12,11,30,7
18830,44,9,6,19,13
18831,24,22,3,47,5
18832,38,19,37,60,24
18833,23,26,15,24,15
18834,132,20,112,68,109
18837,69,33,34,55,65
18840,590,269,269,592,310
18842,14,8,0,3,7
18843,0,12,0,24,17
18844,65,43,31,56,24
18845,20,2,0,12,5
18846,38,9,7,26,6
18847,195,71,55,146,114
18848,474,144,243,346,153
18850,51,32,49,60,34
18851,18,19,20,9,19
18853,172,70,33,151,78
18854,16,10,9,35,30
18901,3245,860,1835,1307,1896
18902,2881,734,1851,884,1731
18912,0,0,0,0,6
18913,21,0,0,0,0
18914,2330,752,1454,1279,1194
18915,115,19,34,33,27
18917,195,24,84,70,97
18920,55,34,0,21,0
18923,177,46,50,4,0
18925,666,325,494,404,625
18929,1090,332,895,346,299
18930,332,21,99,101,137
18932,38,0,0,44,12
18936,14,0,0,0,0
18938,1955,516,1264,592,1542
18940,4348,1079,3088,1245,2296
18942,381,79,134,43,296
18944,2023,547,1243,852,1048
18947,735,76,486,351,420
18950,24,36,34,0,0
18951,2055,623,1532,1209,1164
18954,1178,391,822,526,408
18955,91,14,119,45,103
18960,859,203,559,467,340
18962,38,13,17,29,45
18964,1102,279,753,441,732
18966,3651,1347,2580,2025,1981
18969,1113,199,672,491,565
18970,52,6,26,36,18
18972,290,73,117,49,211
18974,2440,1151,1968,2030,1368
18976,2279,723,1563,648,1056
18977,783,112,403,367,541
18980,74,3,82,22,25
19001,1364,561,992,672,1072
19002,4927,1103,3444,1649,2638
19003,1919,461,902,466,1785
19004,2228,410,751,482,1097
19006,2567,808,1817,1155,1391
19007,555,108,272,316,372
19008,1716,577,1378,700,1075
19009,82,11,28,85,118
19010,3900,703,1518,642,2123
19012,625,172,470,293,483
19013,596,226,426,303,417
19014,1022,486,1019,634,782
19015,680,301,715,365,437
19017,50,8,4,21,68
19018,1078,511,934,472,974
19020,4157,1255,2367,1744,1593
19021,270,155,121,133,143
19022,50,4,75,46,37
19023,416,172,591,114,418
19025,786,198,786,264,520
19026,2194,829,2014,1102,2249
19027,2662,827,1042,831,1939
19029,54,61,47,57,151
19030,540,118,288,329,203
19031,585,131,294,313,499
19032,319,20,147,69,141
19033,332,132,451,138,210
19034,1074,256,509,387,466
19035,940,134,384,170,395
19036,387,186,442,272,541
19038,3429,932,1898,1483,3012
19040,1314,518,937,723,922
19041,1337,205,391,156,1069
19043,79,11,64,71,136
19044,1416,521,1024,528,1027
19046,2642,746,1463,870,1585
19047,3219,1031,2227,1852,1671
19050,1644,739,1140,739,1751
19053,1679,594,968,1037,849
19054,577,161,410,504,366
19055,382,169,300,235,162
19056,815,215,478,456,440
19057,571,226,343,362,181
19060,1245,319,954,471,766
19061,536,326,658,471,404
19063,5127,1329,2579,1751,3038
19064,1890,679,1883,990,1600
19066,1232,207,513,201,866
19067,7216,1297,4131,2533,3701
19070,401,145,377,199,336
19072,1867,459,593,447,1676
19073,2429,834,1943,900,1875
19074,187,36,140,78,143
19075,639,246,637,453,616
19076,222,109,139,150,280
19078,461,244,395,220,370
19079,285,111,142,179,208
19081,1476,273,403,236,1034
19082,1628,547,1455,559,1271
19083,3666,1258,2647,1596,2999
19085,1163,194,559,206,791
19086,1656,384,876,807,1061
19087,6331,827,3921,894,3462
19090,1410,511,855,756,1122
19094,89,47,115,130,130
19095,988,394,446,264,764
19096,3128,623,1139,744,2020
19102,1249,233,397,211,753
19103,7282,1138,2532,1136,4072
19104,3693,562,802,315,1963
19106,3273,543,1450,435,1747
19107,2745,412,995,289,1409
19111,2352,876,1917,1194,2268
19113,6,0,0,0,0
19114,1279,537,1338,658,978
19115,2243,754,1333,1193,1369
19116,2274,986,1440,919,1072
19118,1828,471,713,445,1802
19119,3704,701,1166,903,3719
19120,1464,434,1159,541,1108
19121,550,118,441,253,558
19122,696,122,278,184,616
19123,1879,275,825,230,1611
19124,971,410,639,492,1013
19125,1891,320,824,214,1895
19126,744,126,469,286,818
19127,885,171,405,108,730
19128,4248,1234,2205,1049,3723
19129,1305,224,419,211,1037
19130,5122,865,2091,702,3856
19131,2251,708,1197,698,1565
19132,417,88,314,154,342
19133,129,17,168,41,94
19134,1022,222,802,344,775
19135,714,257,733,243,707
19136,896,543,888,477,1020
19137,252,88,308,116,169
19138,598,234,563,394,652
19139,1091,319,586,222,923
19140,546,52,226,221,553
19141,739,236,591,431,698
19142,574,170,293,122,411
19143,3321,978,1143,700,2625
19144,2022,485,1040,769,2134
19145,1632,435,1427,658,1552
19146,4583,1015,1630,565,3326
19147,5843,1162,1921,842,5427
19148,2171,834,1546,732,2393
19149,1349,498,1329,612,1029
19150,1097,325,784,920,968
19151,1096,396,1130,827,1282
19152,1828,665,1243,612,1201
19153,498,205,462,219,341
19154,1489,544,1175,459,781
19301,977,245,656,273,866
19310,147,63,42,52,74
19311,944,269,471,197,544
19312,2521,335,1192,638,1375
19316,14,0,0,9,0
19317,1962,357,710,657,723
19319,5,0,0,0,33
19320,3669,840,2338,1730,1883
19330,369,114,176,196,164
19333,1456,319,637,247,897
19335,6111,1158,3778,2113,2992
19341,3120,639,1550,793,1062
19342,2702,834,1725,824,1233
19343,908,263,781,286,579
19344,537,237,250,208,357
19345,29,0,0,63,100
19348,3129,577,1331,832,1490
19350,1722,351,759,508,856
19352,1101,166,451,338,356
19355,4141,759,2385,1066,2078
19358,11,5,4,4,11
19362,291,119,57,108,90
19363,1016,262,536,348,672
19365,270,90,169,136,256
19367,6,0,0,0,6
19372,119,18,177,55,64
19373,525,267,367,131,75
19374,0,11,0,10,0
19375,0,0,0,0,39
19380,6683,1775,4553,2596,4123
19382,6859,1849,5022,2493,3798
19383,14,0,0,0,0
19390,1303,254,655,614,612
19401,2371,590,1414,656,1438
19403,6054,1302,3097,1243,2538
19405,283,52,317,141,234
19406,4240,758,1914,833,1522
19422,3026,687,1932,813,1571
19425,3027,371,1989,560,903
19426,4861,1213,3196,1178,2348
19428,2275,482,1649,463,1332
19435,17,0,0,8,9
19436,60,54,17,109,74
19437,143,21,85,11,69
19438,2779,740,1925,1085,1283
19440,1575,330,1227,532,656
19444,1542,397,1530,626,950
19446,7408,1820,4228,2142,3285
19453,163,44,83,0,56
19454,4160,1126,2354,1080,1862
19456,76,16,90,17,12
19460,4828,1203,3548,1620,3088
19462,1818,411,1258,645,871
19464,2377,609,1332,1354,1717
19465,1644,429,1010,566,864
19468,2308,523,1764,839,1465
19473,1526,401,1046,553,780
19474,65,0,67,63,49
19475,1127,230,509,428,526
19477,21,3,0,6,0
19492,43,11,12,15,33
19501,16,3,24,23,6
19503,26,26,21,54,19
19504,306,102,185,235,138
19505,79,15,44,83,30
19506,366,113,183,171,142
19507,94,32,7,44,68
19508,920,315,433,410,521
19510,457,125,322,176,183
19511,0,0,0,9,20
19512,654,299,456,559,709
19518,980,313,604,748,358
19520,474,167,266,195,312
19522,756,281,373,375,395
19523,21,16,0,28,0
19525,1043,292,1156,572,865
19526,285,158,229,350,319
19529,225,42,122,72,151
19530,756,163,290,485,546
19533,380,56,243,145,154
19534,135,14,71,59,48
19535,12,12,6,6,5
19536,7,3,3,2,15
19539,163,12,137,133,114
19540,734,267,475,350,472
19541,244,48,134,90,98
19543,420,160,186,143,306
19544,17,0,0,6,0
19547,318,80,102,266,174
19549,5,0,4,2,0
19550,13,0,19,18,4
19551,234,49,108,164,110
19554,6,14,0,0,0
19555,74,31,100,58,103
19559,6,3,8,4,2
19560,173,151,203,192,242
19562,120,93,68,104,82
19565,462,162,350,239,227
19567,210,143,96,169,143
19601,418,266,419,309,320
19602,295,58,118,106,177
19604,306,57,205,243,247
19605,963,311,599,595,446
19606,2119,630,1837,1367,1260
19607,1609,349,640,1051,926
19608,1465,498,1450,1208,923
19609,656,236,296,426,477
19610,1986,466,985,993,981
19611,323,151,261,180,208
19701,3904,1066,2529,785,1759
19702,4708,1038,3034,1005,1638
19703,780,190,566,384,677
19706,53,25,66,42,3
19707,3203,769,1582,675,976
19709,2503,685,2353,1090,1327
19711,6603,1501,3115,1963,3130
19713,2740,317,935,878,1119
19717,11,0,0,0,12
19720,2001,865,1911,870,1348
19730,16,35,22,102,33
19731,0,29,0,0,5
19732,11,0,0,10,24
19733,0,0,17,0,0
19734,706,319,633,340,334
19801,831,150,456,107,426
19802,1138,268,802,438,955
19803,3881,676,2092,810,1956
19804,713,146,444,343,530
19805,1310,347,1122,701,1271
19806,1772,291,789,470,1060
19807,1855,208,692,249,865
19808,3954,702,2429,1348,2083
19809,1265,275,787,379,989
19810,4093,886,1850,963,1758
19901,1708,528,1264,975,1084
19902,3,0,0,0,0
19904,2051,526,1158,1128,1081
19930,469,72,139,177,210
19931,13,6,1,4,14
19933,215,56,173,128,317
19934,717,231,509,414,532
19936,0,0,7,0,0
19938,240,12,153,286,176
19939,430,32,180,264,273
19940,173,35,67,152,113
19941,36,49,12,26,28
19943,378,222,316,441,286
19944,67,30,43,48,67
19945,350,43,152,256,348
19946,132,14,153,156,44
19947,531,124,271,400,441
19950,146,49,173,127,126
19951,109,27,62,86,115
19952,473,70,234,221,199
19953,153,14,130,34,91
19954,29,10,29,13,31
19956,308,154,151,261,284
19958,1734,585,1014,1152,1219
19960,284,100,141,85,61
19962,563,170,435,305,375
19963,883,296,600,474,457
19964,26,9,26,44,83
19966,799,202,604,452,506
19967,38,6,22,18,23
19968,649,229,271,419,430
19970,604,165,337,298,462
19971,1520,447,804,736,1310
19973,788,366,285,669,425
19975,295,124,336,270,175
19977,1122,309,1007,344,524
19979,19,10,20,12,28
20001,8368,705,2080,342,5162
20002,9692,827,2823,828,6849
20003,7534,575,1422,451,4773
20004,760,39,157,34,477
20005,4318,265,946,277,2108
20006,320,0,25,6,153
20007,8017,542,1680,523,5703
20008,10865,523,1842,624,6682
20009,16152,1227,3585,972,10326
20010,6826,463,1273,468,4010
20011,7156,965,2710,1314,4880
20012,2776,261,846,553,1668
20015,4625,198,941,338,3384
20016,8547,782,1785,838,6446
20017,2084,404,914,532,1849
20018,1342,139,950,417,1265
20019,1049,284,1149,717,1174
20020,1586,235,1279,621,1504
20024,2766,286,886,254,2089
20032,1177,257,783,291,961
20036,2157,112,306,87,1338
20037,4447,185,413,250,1945
20052,25,0,0,0,0
20057,19,0,0,0,9
20064,16,0,3,4,11
20105,2518,251,997,301,1384
20106,498,18,212,107,121
20109,2608,393,1296,665,1347
20110,3596,505,1450,909,2129
20111,2454,371,1197,352,1362
20112,3812,464,1513,827,1708
20115,792,63,246,120,394
20117,334,96,105,83,358
20119,379,62,233,121,139
20120,7140,1058,3204,998,3215
20121,4350,490,2124,628,2298
20124,2968,300,1784,458,1370
20129,164,0,81,0,44
20130,35,10,0,0,0
20132,2468,431,1173,607,1022
20135,324,68,179,61,134
20136,3750,769,2004,888,2021
20137,223,21,33,48,104
20139,14,0,24,0,0
20141,955,78,376,236,487
20143,168,0,91,65,41
20144,140,38,65,25,94
20147,10371,1225,5316,1801,4709
20148,8071,849,3534,722,2778
20151,3800,314,1315,607,1484
20152,5258,835,3105,607,1497
20155,4311,939,2494,1108,2090
20158,558,143,265,206,265
20164,3720,469,1994,699,1895
20165,6584,772,3099,849,2797
20166,1743,256,905,112,580
20169,3068,546,2068,742,1390
20170,7671,994,3303,917,2633
20171,12918,1317,4155,1033,4147
20175,4792,609,2373,870,2562
20176,7218,888,3738,1342,3541
20180,890,141,349,193,468
20181,871,64,225,166,342
20184,178,41,0,0,107
20186,1591,261,557,359,1001
20187,1842,419,710,675,1159
20190,3896,564,1869,533,1921
20191,6111,774,2095,756,3321
20194,3619,378,1471,449,1603
20197,365,56,167,30,164
20198,275,4,113,53,129
20307,6,0,5,0,0
20317,57,0,53,0,43
20373,0,0,3,0,0
20390,4,0,0,0,0
20601,1276,333,1293,442,820
20602,962,379,1134,525,804
20603,2993,557,1635,515,1550
20606,13,0,0,0,0
20607,1163,159,620,362,477
20608,15,10,3,26,9
20609,28,6,53,0,57
20611,40,15,13,49,38
20612,44,16,0,20,0
20613,847,312,716,251,361
20615,11,0,35,51,0
20616,317,69,252,25,128
20617,110,7,20,33,22
20618,33,0,32,0,7
20619,1772,161,713,348,794
20620,128,0,43,0,15
20621,131,4,14,8,28
20622,283,21,92,145,115
20623,195,41,196,104,101
20624,26,4,37,0,3
20625,34,0,0,10,46
20626,0,8,8,6,46
20628,8,0,8,0,14
20629,48,0,0,0,12
20630,27,29,11,0,0
20632,18,0,0,5,9
20634,410,47,262,113,131
20636,1093,96,299,255,612
20637,382,114,251,151,181
20639,1170,206,816,699,636
20640,414,33,235,116,197
20645,96,11,70,46,39
20646,1414,255,905,501,927
20650,1659,177,643,434,430
20653,2568,244,660,570,985
20657,1076,208,647,401,569
20658,6,0,32,23,46
20659,923,199,570,424,754
20662,144,11,83,76,29
20664,146,48,30,59,35
20667,32,0,0,2,63
20670,51,14,25,32,48
20674,89,24,41,33,11
20675,52,36,72,34,93
20676,304,101,105,109,236
20677,249,57,96,59,125
20678,629,138,319,192,372
20680,127,0,1,0,1
20684,88,6,0,0,59
20685,450,183,195,135,301
20686,35,0,0,31,0
20687,112,0,34,0,0
20688,429,62,90,69,191
20689,97,33,57,0,61
20690,97,14,73,14,51
20692,183,0,62,0,74
20693,135,24,46,17,47
20695,339,124,272,151,186
20701,0,0,2,0,0
20705,2441,837,1291,507,1210
20706,2466,428,1525,722,1261
20707,3484,933,1758,860,1898
20708,2502,409,1340,575,1178
20710,167,79,204,83,276
20711,198,75,129,196,210
20712,630,88,300,161,513
20714,215,40,156,112,199
20715,3183,576,1717,904,1857
20716,2119,468,1634,782,1295
20720,3230,825,1638,623,1475
20721,3593,1042,2485,940,1771
20722,243,35,110,62,133
20723,5033,929,1786,855,1702
20724,2040,489,975,328,1047
20732,623,149,402,282,428
20733,154,26,195,163,39
20735,2557,573,2042,802,1538
20736,858,133,302,353,455
20737,1042,119,394,191,452
20740,4119,313,590,568,1803
20743,1225,187,953,427,949
20744,4291,1013,3116,1593,2490
20745,1162,359,556,430,836
20746,1167,191,1086,398,762
20747,1474,246,1126,457,999
20748,1623,394,1451,748,1267
20751,142,32,166,0,165
20754,695,83,301,239,382
20755,400,87,254,96,334
20758,57,24,14,12,20
20759,684,87,237,66,150
20762,175,27,91,24,86
20763,369,46,19,54,184
20764,191,155,115,76,266
20765,45,36,11,0,7
20769,722,212,547,190,276
20770,3098,438,1251,543,1582
